temporada,episodio,nome_frame,cor_1_rgb,proporcao_cor_1,cor_2_rgb,proporcao_cor_2,cor_3_rgb,proporcao_cor_3,cor_4_rgb,proporcao_cor_4,cor_5_rgb,proporcao_cor_5
s01,e01,frame_000278.png,"[5, 4, 5]",0.7899,"[41, 36, 35]",0.0995,"[253, 250, 246]",0.0543,"[98, 101, 93]",0.043,"[189, 168, 153]",0.0133
s01,e01,frame_000279.png,"[78, 94, 115]",0.3671,"[95, 113, 135]",0.2435,"[115, 133, 156]",0.1871,"[60, 74, 88]",0.1496,"[23, 32, 41]",0.0527
s01,e01,frame_000280.png,"[4, 4, 6]",0.6358,"[29, 27, 28]",0.1603,"[93, 92, 83]",0.1188,"[248, 247, 246]",0.0463,"[157, 152, 150]",0.0388
s01,e01,frame_000281.png,"[6, 6, 6]",0.6317,"[33, 34, 33]",0.1844,"[68, 70, 66]",0.0866,"[123, 116, 110]",0.0496,"[224, 220, 211]",0.0477
s01,e01,frame_000282.png,"[76, 92, 108]",0.3489,"[93, 109, 126]",0.2928,"[114, 132, 146]",0.1922,"[56, 69, 82]",0.1084,"[18, 24, 33]",0.0577
s01,e01,frame_000283.png,"[76, 90, 111]",0.3483,"[92, 108, 127]",0.3009,"[115, 130, 147]",0.1659,"[49, 61, 75]",0.1139,"[16, 20, 28]",0.071
s01,e01,frame_000284.png,"[129, 138, 151]",0.4802,"[29, 37, 48]",0.1538,"[102, 112, 121]",0.1524,"[67, 76, 84]",0.1104,"[6, 8, 9]",0.1032
s01,e01,frame_000285.png,"[2, 2, 2]",0.4153,"[10, 10, 10]",0.2073,"[27, 26, 24]",0.195,"[45, 43, 40]",0.1352,"[87, 85, 79]",0.0472
s01,e01,frame_000286.png,"[1, 1, 2]",0.6158,"[72, 80, 96]",0.1034,"[95, 104, 124]",0.1019,"[119, 128, 147]",0.0961,"[32, 39, 50]",0.0828
s01,e01,frame_000287.png,"[2, 2, 3]",0.3751,"[11, 11, 11]",0.2586,"[31, 30, 28]",0.2165,"[57, 54, 51]",0.0815,"[96, 95, 89]",0.0683
s01,e01,frame_000288.png,"[12, 14, 18]",0.2583,"[40, 45, 47]",0.2203,"[117, 126, 146]",0.196,"[65, 73, 83]",0.1716,"[98, 107, 123]",0.1538
s01,e01,frame_000289.png,"[6, 6, 7]",0.6138,"[36, 35, 35]",0.1936,"[76, 76, 73]",0.1002,"[160, 148, 139]",0.0602,"[250, 247, 242]",0.0322
s01,e01,frame_000290.png,"[10, 16, 24]",0.3487,"[6, 6, 8]",0.3228,"[16, 29, 40]",0.2341,"[31, 51, 64]",0.0852,"[72, 88, 98]",0.0092
s01,e01,frame_000291.png,"[11, 17, 25]",0.4845,"[7, 8, 12]",0.4075,"[18, 27, 34]",0.0839,"[36, 48, 57]",0.0154,"[79, 103, 112]",0.0087
s01,e01,frame_000292.png,"[4, 5, 8]",0.4448,"[14, 23, 32]",0.3281,"[21, 38, 51]",0.1052,"[34, 57, 75]",0.0963,"[52, 81, 105]",0.0256
s01,e01,frame_000293.png,"[5, 4, 7]",0.4447,"[21, 33, 43]",0.2196,"[14, 19, 23]",0.1884,"[37, 59, 75]",0.1245,"[65, 92, 115]",0.0228
s01,e01,frame_000294.png,"[7, 6, 9]",0.636,"[17, 20, 23]",0.2313,"[31, 37, 44]",0.0993,"[68, 71, 77]",0.0283,"[183, 183, 184]",0.0051
s01,e01,frame_000295.png,"[9, 8, 10]",0.7836,"[23, 26, 29]",0.1344,"[39, 44, 52]",0.0588,"[81, 76, 79]",0.0185,"[187, 187, 188]",0.0047
s01,e01,frame_000296.png,"[9, 8, 10]",0.7077,"[17, 19, 22]",0.1613,"[31, 35, 41]",0.102,"[77, 72, 74]",0.024,"[184, 184, 185]",0.005
s01,e01,frame_000297.png,"[8, 8, 10]",0.4195,"[22, 26, 31]",0.3524,"[36, 47, 59]",0.1269,"[55, 80, 98]",0.0561,"[84, 116, 138]",0.0451
s01,e01,frame_000298.png,"[9, 8, 10]",0.7417,"[25, 27, 30]",0.162,"[41, 47, 55]",0.0592,"[80, 77, 83]",0.0339,"[187, 186, 187]",0.0032
s01,e01,frame_000299.png,"[4, 5, 5]",0.4597,"[16, 22, 26]",0.214,"[29, 40, 49]",0.1861,"[46, 68, 83]",0.1071,"[81, 111, 132]",0.0331
s01,e01,frame_000300.png,"[4, 4, 4]",0.4908,"[16, 19, 22]",0.2081,"[27, 36, 45]",0.1734,"[53, 71, 86]",0.0904,"[97, 127, 149]",0.0373
s01,e01,frame_000301.png,"[2, 1, 1]",0.5903,"[40, 53, 67]",0.1444,"[22, 25, 32]",0.122,"[63, 78, 92]",0.1194,"[120, 145, 158]",0.0239
s01,e01,frame_000302.png,"[5, 2, 4]",0.6245,"[18, 19, 25]",0.1587,"[33, 39, 49]",0.1326,"[59, 62, 64]",0.0758,"[80, 101, 118]",0.0084
s01,e01,frame_000303.png,"[6, 2, 4]",0.5362,"[16, 17, 23]",0.1922,"[33, 39, 48]",0.17,"[58, 64, 70]",0.0932,"[94, 127, 144]",0.0084
s01,e01,frame_000304.png,"[6, 4, 4]",0.5641,"[19, 27, 32]",0.2895,"[33, 51, 59]",0.1053,"[55, 92, 105]",0.033,"[114, 161, 154]",0.0081
s01,e01,frame_000305.png,"[6, 3, 3]",0.5426,"[16, 20, 23]",0.2046,"[23, 34, 41]",0.1868,"[39, 62, 73]",0.0496,"[72, 118, 126]",0.0164
s01,e01,frame_000306.png,"[2, 1, 1]",0.5265,"[15, 21, 23]",0.2061,"[27, 39, 46]",0.1618,"[44, 68, 80]",0.0941,"[75, 116, 132]",0.0115
s01,e01,frame_000307.png,"[1, 0, 0]",0.5716,"[25, 36, 42]",0.1723,"[11, 14, 14]",0.1688,"[40, 61, 71]",0.0862,"[183, 189, 187]",0.0011
s01,e01,frame_000308.png,"[3, 3, 3]",0.5746,"[23, 35, 40]",0.1995,"[41, 65, 74]",0.1681,"[66, 109, 122]",0.0469,"[142, 207, 191]",0.0109
s01,e01,frame_000309.png,"[8, 13, 20]",0.3673,"[26, 39, 47]",0.3187,"[18, 28, 35]",0.2846,"[43, 58, 70]",0.0267,"[105, 119, 130]",0.0027
s01,e01,frame_000310.png,"[26, 37, 45]",0.3686,"[15, 23, 29]",0.309,"[3, 6, 11]",0.2924,"[62, 72, 79]",0.0269,"[181, 180, 177]",0.0031
s01,e01,frame_000311.png,"[13, 13, 15]",0.3688,"[37, 39, 41]",0.2625,"[22, 26, 30]",0.2249,"[78, 113, 119]",0.0745,"[43, 64, 73]",0.0693
s01,e01,frame_000312.png,"[14, 14, 15]",0.4209,"[28, 41, 50]",0.1981,"[42, 34, 32]",0.1915,"[81, 116, 122]",0.0993,"[46, 68, 77]",0.0902
s01,e01,frame_000313.png,"[32, 39, 41]",0.4471,"[8, 10, 13]",0.3514,"[59, 64, 68]",0.1588,"[118, 118, 120]",0.0321,"[223, 222, 222]",0.0106
s01,e01,frame_000314.png,"[4, 4, 5]",0.4515,"[23, 28, 32]",0.2528,"[53, 59, 62]",0.2127,"[95, 100, 102]",0.062,"[184, 186, 186]",0.021
s01,e01,frame_000315.png,"[3, 3, 3]",0.5889,"[20, 19, 17]",0.1756,"[39, 37, 35]",0.1468,"[67, 72, 71]",0.0567,"[110, 122, 124]",0.032
s01,e01,frame_000316.png,"[0, 0, 0]",1.0,,,,,,,,
s01,e01,frame_000317.png,"[5, 4, 7]",0.5507,"[6, 12, 19]",0.1739,"[11, 22, 33]",0.1522,"[21, 40, 52]",0.0847,"[44, 70, 81]",0.0385
s01,e01,frame_000318.png,"[3, 3, 7]",0.6979,"[4, 8, 13]",0.2231,"[13, 19, 22]",0.0518,"[25, 34, 38]",0.0248,"[55, 63, 69]",0.0024
s01,e01,frame_000319.png,"[9, 11, 14]",0.5075,"[2, 2, 4]",0.353,"[21, 30, 35]",0.1205,"[47, 56, 63]",0.0171,"[144, 135, 136]",0.0019
s01,e01,frame_000320.png,"[12, 18, 24]",0.3987,"[4, 8, 11]",0.3429,"[20, 30, 38]",0.1868,"[38, 52, 64]",0.0592,"[72, 86, 99]",0.0124
s01,e01,frame_000321.png,"[2, 4, 5]",0.3922,"[7, 11, 14]",0.3064,"[13, 20, 24]",0.197,"[22, 31, 37]",0.0899,"[40, 51, 59]",0.0145
s01,e01,frame_000322.png,"[8, 10, 13]",0.4419,"[2, 2, 4]",0.3728,"[18, 27, 32]",0.1404,"[35, 48, 57]",0.0421,"[148, 141, 145]",0.0028
s01,e01,frame_000323.png,"[6, 5, 6]",0.6336,"[20, 26, 31]",0.2253,"[45, 49, 51]",0.0673,"[93, 92, 93]",0.0475,"[152, 151, 152]",0.0263
s01,e01,frame_000324.png,"[8, 7, 7]",0.447,"[18, 22, 26]",0.2801,"[34, 46, 55]",0.2288,"[77, 74, 71]",0.03,"[127, 121, 117]",0.0141
s01,e01,frame_000325.png,"[6, 6, 7]",0.4337,"[18, 21, 24]",0.3065,"[29, 41, 50]",0.2299,"[84, 85, 87]",0.0183,"[146, 141, 139]",0.0116
s01,e01,frame_000326.png,"[8, 8, 11]",0.635,"[18, 18, 20]",0.2057,"[36, 32, 31]",0.1096,"[54, 53, 52]",0.0327,"[86, 82, 80]",0.017
s01,e01,frame_000327.png,"[7, 7, 9]",0.3952,"[12, 13, 17]",0.3936,"[27, 24, 24]",0.1193,"[42, 37, 38]",0.0739,"[69, 68, 66]",0.018
s01,e01,frame_000328.png,"[6, 4, 3]",0.8236,"[41, 31, 26]",0.0977,"[91, 73, 63]",0.0405,"[148, 127, 115]",0.0261,"[228, 217, 217]",0.0121
s01,e01,frame_000329.png,"[5, 3, 2]",0.5509,"[31, 20, 16]",0.2795,"[77, 52, 41]",0.115,"[246, 240, 233]",0.0293,"[167, 144, 134]",0.0253
s01,e01,frame_000330.png,"[5, 3, 2]",0.5478,"[31, 20, 16]",0.276,"[76, 51, 41]",0.1163,"[244, 238, 230]",0.0312,"[162, 139, 131]",0.0287
s01,e01,frame_000331.png,"[8, 1, 1]",0.5692,"[26, 18, 11]",0.2364,"[40, 34, 22]",0.144,"[79, 80, 67]",0.0406,"[154, 139, 119]",0.0098
s01,e01,frame_000332.png,"[5, 4, 2]",0.4029,"[34, 25, 19]",0.2166,"[98, 62, 52]",0.2088,"[146, 116, 104]",0.1291,"[206, 194, 177]",0.0426
s01,e01,frame_000333.png,"[9, 5, 4]",0.6512,"[33, 23, 19]",0.2351,"[73, 58, 52]",0.0666,"[134, 123, 107]",0.0304,"[211, 209, 208]",0.0167
s01,e01,frame_000334.png,"[14, 8, 5]",0.3688,"[5, 2, 1]",0.236,"[22, 16, 12]",0.2015,"[36, 29, 24]",0.1127,"[52, 46, 41]",0.081
s01,e01,frame_000335.png,"[10, 4, 3]",0.4806,"[52, 32, 21]",0.1705,"[106, 69, 44]",0.1568,"[157, 114, 79]",0.13,"[206, 183, 137]",0.0621
s01,e01,frame_000336.png,"[26, 19, 14]",0.4388,"[10, 5, 4]",0.3145,"[50, 43, 34]",0.2428,"[252, 248, 236]",0.0025,"[165, 135, 85]",0.0014
s01,e01,frame_000337.png,"[11, 6, 3]",0.5084,"[41, 37, 31]",0.2418,"[124, 136, 132]",0.114,"[78, 83, 81]",0.1042,"[208, 215, 209]",0.0316
s01,e01,frame_000338.png,"[18, 10, 6]",0.4924,"[51, 40, 32]",0.3423,"[80, 78, 73]",0.1315,"[137, 137, 124]",0.0255,"[252, 252, 251]",0.0083
s01,e01,frame_000339.png,"[19, 11, 6]",0.5055,"[48, 41, 33]",0.3035,"[80, 81, 75]",0.1031,"[127, 133, 124]",0.0717,"[229, 228, 218]",0.0162
s01,e01,frame_000340.png,"[36, 24, 15]",0.3172,"[58, 44, 28]",0.2509,"[21, 11, 7]",0.2416,"[74, 64, 51]",0.1469,"[107, 96, 74]",0.0434
s01,e01,frame_000341.png,"[9, 5, 4]",0.417,"[31, 24, 20]",0.3107,"[56, 47, 41]",0.1644,"[107, 84, 64]",0.0721,"[190, 146, 102]",0.0358
s01,e01,frame_000342.png,"[34, 26, 20]",0.2369,"[46, 41, 35]",0.1992,"[18, 11, 7]",0.1977,"[58, 55, 52]",0.1854,"[71, 69, 67]",0.1808
s01,e01,frame_000343.png,"[7, 3, 1]",0.2675,"[26, 18, 11]",0.2174,"[42, 33, 24]",0.1977,"[57, 48, 39]",0.1827,"[83, 79, 73]",0.1347
s01,e01,frame_000344.png,"[3, 1, 0]",0.304,"[42, 32, 23]",0.2327,"[28, 18, 11]",0.2137,"[56, 50, 45]",0.1403,"[78, 73, 67]",0.1093
s01,e01,frame_000345.png,"[6, 3, 2]",0.5139,"[27, 20, 16]",0.1847,"[43, 38, 32]",0.1809,"[84, 83, 81]",0.0701,"[67, 61, 56]",0.0504
s01,e01,frame_000346.png,"[6, 3, 1]",0.5212,"[30, 23, 18]",0.1933,"[46, 40, 34]",0.1749,"[75, 72, 68]",0.0684,"[100, 90, 84]",0.0422
s01,e01,frame_000347.png,"[97, 72, 53]",0.2914,"[81, 58, 41]",0.2253,"[61, 39, 25]",0.1638,"[36, 16, 10]",0.1636,"[9, 3, 1]",0.1559
s01,e01,frame_000348.png,"[14, 8, 3]",0.3294,"[43, 32, 21]",0.3148,"[69, 59, 47]",0.2193,"[121, 94, 70]",0.0899,"[192, 143, 96]",0.0466
s01,e01,frame_000349.png,"[7, 4, 2]",0.4795,"[28, 21, 16]",0.2003,"[42, 37, 31]",0.1733,"[83, 80, 77]",0.0839,"[64, 58, 54]",0.063
s01,e01,frame_000350.png,"[79, 59, 42]",0.3389,"[91, 68, 51]",0.2255,"[7, 3, 1]",0.2037,"[62, 42, 29]",0.1377,"[28, 15, 9]",0.0942
s01,e01,frame_000351.png,"[30, 22, 17]",0.3408,"[7, 4, 3]",0.2976,"[57, 50, 43]",0.2667,"[95, 85, 78]",0.0686,"[196, 160, 127]",0.0263
s01,e01,frame_000352.png,"[74, 44, 27]",0.2908,"[21, 5, 3]",0.2193,"[50, 24, 14]",0.2127,"[98, 63, 41]",0.1861,"[128, 86, 58]",0.0911
s01,e01,frame_000353.png,"[4, 2, 1]",0.5314,"[52, 44, 35]",0.2111,"[29, 21, 14]",0.1952,"[87, 85, 81]",0.0502,"[229, 226, 218]",0.0121
s01,e01,frame_000354.png,"[5, 2, 1]",0.6032,"[35, 28, 21]",0.2448,"[60, 58, 56]",0.1154,"[116, 118, 122]",0.0273,"[214, 213, 214]",0.0093
s01,e01,frame_000355.png,"[23, 17, 14]",0.276,"[37, 32, 27]",0.27,"[6, 3, 2]",0.2239,"[54, 52, 48]",0.1268,"[79, 76, 71]",0.1033
s01,e01,frame_000356.png,"[11, 6, 4]",0.4137,"[38, 33, 27]",0.3485,"[68, 63, 59]",0.1416,"[222, 222, 222]",0.0515,"[141, 137, 134]",0.0447
s01,e01,frame_000357.png,"[10, 7, 4]",0.5217,"[32, 26, 19]",0.3393,"[61, 57, 53]",0.1092,"[243, 243, 243]",0.0166,"[130, 123, 116]",0.0132
s01,e01,frame_000358.png,"[9, 5, 3]",0.4735,"[41, 30, 21]",0.3086,"[67, 58, 50]",0.108,"[93, 88, 85]",0.0971,"[169, 166, 163]",0.0128
s01,e01,frame_000359.png,"[37, 35, 30]",0.4149,"[11, 9, 7]",0.3295,"[79, 77, 71]",0.1565,"[228, 227, 225]",0.0535,"[142, 137, 125]",0.0456
s01,e01,frame_000360.png,"[1, 0, 0]",0.6421,"[18, 12, 7]",0.2163,"[41, 33, 28]",0.0944,"[73, 63, 58]",0.042,"[184, 142, 110]",0.0052
s01,e01,frame_000361.png,"[1, 0, 0]",0.712,"[16, 14, 10]",0.2033,"[34, 32, 29]",0.0707,"[80, 78, 87]",0.0105,"[204, 194, 192]",0.0035
s01,e01,frame_000362.png,"[15, 11, 7]",0.2676,"[49, 51, 43]",0.2376,"[87, 91, 85]",0.2166,"[131, 136, 131]",0.1631,"[225, 229, 228]",0.1151
s01,e01,frame_000363.png,"[10, 10, 9]",0.3046,"[48, 46, 42]",0.3035,"[90, 90, 82]",0.2109,"[143, 141, 134]",0.1386,"[240, 238, 235]",0.0424
s01,e01,frame_000364.png,"[21, 20, 16]",0.3314,"[53, 57, 48]",0.3072,"[94, 107, 94]",0.1809,"[148, 168, 154]",0.1142,"[232, 240, 235]",0.0663
s01,e01,frame_000365.png,"[10, 7, 5]",0.554,"[46, 45, 45]",0.2079,"[90, 94, 99]",0.1357,"[144, 146, 150]",0.0605,"[247, 247, 246]",0.0419
s01,e01,frame_000366.png,"[10, 7, 5]",0.5345,"[45, 43, 44]",0.2218,"[90, 93, 98]",0.1403,"[143, 146, 150]",0.0591,"[246, 246, 244]",0.0443
s01,e01,frame_000367.png,"[5, 3, 1]",0.4019,"[30, 27, 23]",0.3032,"[58, 59, 59]",0.167,"[105, 114, 116]",0.0817,"[171, 181, 186]",0.0462
s01,e01,frame_000368.png,"[4, 2, 2]",0.5153,"[40, 39, 32]",0.2333,"[72, 78, 68]",0.1494,"[122, 132, 123]",0.0774,"[198, 204, 204]",0.0246
s01,e01,frame_000369.png,"[7, 6, 5]",0.4451,"[35, 30, 29]",0.212,"[236, 239, 236]",0.1224,"[91, 96, 86]",0.1213,"[147, 161, 143]",0.0992
s01,e01,frame_000370.png,"[3, 2, 3]",0.7076,"[14, 12, 11]",0.1883,"[40, 31, 27]",0.038,"[102, 83, 73]",0.0358,"[73, 57, 50]",0.0303
s01,e01,frame_000371.png,"[8, 5, 4]",0.4145,"[37, 31, 29]",0.2362,"[92, 99, 95]",0.1353,"[154, 165, 158]",0.1133,"[244, 246, 246]",0.1007
s01,e01,frame_000372.png,"[7, 5, 4]",0.3706,"[75, 74, 71]",0.2402,"[44, 41, 38]",0.2322,"[118, 113, 109]",0.1189,"[180, 166, 164]",0.0381
s01,e01,frame_000373.png,"[5, 3, 1]",0.6571,"[50, 50, 47]",0.1509,"[26, 26, 22]",0.1322,"[75, 75, 74]",0.0494,"[121, 116, 123]",0.0104
s01,e01,frame_000374.png,"[0, 0, 0]",0.4027,"[41, 33, 27]",0.2196,"[99, 100, 96]",0.1864,"[74, 63, 53]",0.1511,"[140, 137, 136]",0.0402
s01,e01,frame_000375.png,"[3, 1, 2]",0.4756,"[14, 11, 10]",0.31,"[32, 29, 29]",0.1119,"[54, 51, 49]",0.0858,"[108, 108, 101]",0.0167
s01,e01,frame_000376.png,"[6, 4, 4]",0.595,"[50, 45, 45]",0.1781,"[108, 100, 106]",0.098,"[245, 243, 244]",0.0783,"[166, 159, 164]",0.0506
s01,e01,frame_000377.png,"[6, 4, 3]",0.5921,"[51, 46, 45]",0.1826,"[110, 103, 108]",0.1026,"[246, 245, 245]",0.076,"[172, 166, 169]",0.0467
s01,e01,frame_000378.png,"[5, 3, 3]",0.6295,"[23, 21, 20]",0.1798,"[42, 45, 45]",0.1598,"[88, 76, 74]",0.0285,"[166, 162, 168]",0.0024
s01,e01,frame_000379.png,"[5, 3, 3]",0.622,"[23, 22, 20]",0.1773,"[43, 45, 46]",0.1691,"[89, 78, 76]",0.0295,"[184, 180, 185]",0.0021
s01,e01,frame_000380.png,"[5, 3, 3]",0.6231,"[44, 46, 46]",0.1769,"[24, 23, 21]",0.1602,"[85, 76, 74]",0.0383,"[180, 177, 184]",0.0015
s01,e01,frame_000381.png,"[5, 3, 3]",0.6363,"[41, 42, 42]",0.1742,"[23, 21, 19]",0.1604,"[88, 75, 71]",0.0267,"[178, 175, 183]",0.0024
s01,e01,frame_000382.png,"[12, 11, 11]",0.5541,"[43, 41, 41]",0.1974,"[97, 94, 101]",0.1105,"[171, 164, 167]",0.0753,"[241, 241, 241]",0.0627
s01,e01,frame_000383.png,"[5, 4, 4]",0.708,"[47, 45, 49]",0.1449,"[99, 98, 106]",0.0652,"[240, 239, 240]",0.0429,"[159, 153, 160]",0.039
s01,e01,frame_000384.png,"[23, 22, 18]",0.3489,"[7, 5, 5]",0.3361,"[37, 36, 33]",0.2289,"[55, 49, 47]",0.0651,"[101, 82, 75]",0.021
s01,e01,frame_000385.png,"[6, 5, 5]",0.7046,"[47, 45, 47]",0.1463,"[99, 96, 102]",0.071,"[240, 239, 239]",0.0404,"[164, 158, 162]",0.0377
s01,e01,frame_000386.png,"[6, 4, 4]",0.3786,"[21, 19, 16]",0.3303,"[35, 34, 31]",0.2166,"[51, 47, 45]",0.0563,"[98, 82, 78]",0.0182
s01,e01,frame_000387.png,"[13, 12, 12]",0.6376,"[48, 46, 46]",0.1855,"[106, 101, 108]",0.0689,"[165, 160, 167]",0.0555,"[237, 236, 237]",0.0525
s01,e01,frame_000388.png,"[1, 2, 2]",0.6332,"[99, 89, 85]",0.1162,"[44, 41, 39]",0.1004,"[251, 250, 249]",0.0784,"[151, 138, 130]",0.0718
s01,e01,frame_000389.png,"[27, 25, 22]",0.362,"[75, 70, 61]",0.2789,"[48, 44, 39]",0.2081,"[138, 114, 97]",0.1034,"[190, 172, 150]",0.0476
s01,e01,frame_000390.png,"[4, 3, 2]",0.4074,"[26, 19, 16]",0.1917,"[75, 70, 62]",0.1889,"[50, 43, 38]",0.1434,"[213, 172, 148]",0.0686
s01,e01,frame_000391.png,"[13, 6, 4]",0.333,"[41, 28, 24]",0.3057,"[72, 58, 49]",0.2162,"[102, 96, 98]",0.102,"[202, 194, 194]",0.0431
s01,e01,frame_000392.png,"[14, 11, 11]",0.3071,"[38, 35, 38]",0.2884,"[77, 69, 68]",0.1991,"[175, 175, 163]",0.1034,"[135, 131, 125]",0.102
s01,e01,frame_000393.png,"[13, 10, 10]",0.3533,"[41, 37, 38]",0.2886,"[81, 71, 69]",0.1868,"[136, 130, 125]",0.0864,"[172, 178, 168]",0.0849
s01,e01,frame_000394.png,"[12, 8, 8]",0.3805,"[47, 41, 40]",0.2596,"[91, 79, 76]",0.1755,"[149, 151, 143]",0.1562,"[216, 209, 204]",0.0282
s01,e01,frame_000395.png,"[45, 35, 33]",0.3783,"[12, 7, 6]",0.3408,"[90, 79, 77]",0.1589,"[131, 118, 113]",0.0823,"[201, 193, 195]",0.0397
s01,e01,frame_000396.png,"[20, 12, 11]",0.3367,"[47, 36, 36]",0.2983,"[101, 88, 88]",0.2168,"[166, 153, 156]",0.0811,"[223, 210, 208]",0.0671
s01,e01,frame_000397.png,"[21, 13, 10]",0.3081,"[48, 39, 41]",0.3064,"[97, 78, 80]",0.246,"[159, 149, 160]",0.0821,"[217, 212, 217]",0.0574
s01,e01,frame_000398.png,"[35, 27, 25]",0.293,"[251, 248, 248]",0.2367,"[79, 70, 71]",0.1937,"[144, 132, 144]",0.1778,"[197, 182, 187]",0.0988
s01,e01,frame_000399.png,"[15, 12, 9]",0.4433,"[44, 38, 36]",0.3514,"[101, 87, 80]",0.1039,"[171, 136, 128]",0.0612,"[221, 191, 187]",0.0402
s01,e01,frame_000400.png,"[16, 13, 10]",0.4474,"[45, 39, 37]",0.3577,"[103, 87, 81]",0.0909,"[180, 141, 133]",0.0656,"[224, 194, 189]",0.0384
s01,e01,frame_000401.png,"[15, 12, 10]",0.4682,"[43, 38, 36]",0.3527,"[101, 84, 77]",0.0859,"[173, 135, 127]",0.062,"[219, 190, 188]",0.0312
s01,e01,frame_000402.png,"[17, 12, 11]",0.3598,"[253, 252, 252]",0.2725,"[48, 40, 38]",0.2527,"[87, 82, 82]",0.0765,"[165, 157, 153]",0.0385
s01,e01,frame_000403.png,"[28, 25, 23]",0.3218,"[68, 64, 61]",0.2441,"[111, 105, 105]",0.1883,"[165, 165, 172]",0.1639,"[230, 227, 225]",0.0819
s01,e01,frame_000404.png,"[253, 253, 253]",0.3711,"[38, 33, 31]",0.3438,"[76, 72, 73]",0.1265,"[120, 117, 123]",0.1118,"[186, 182, 184]",0.0468
s01,e01,frame_000405.png,"[10, 6, 4]",0.6134,"[37, 30, 27]",0.1609,"[75, 67, 64]",0.1248,"[120, 115, 118]",0.0669,"[195, 191, 193]",0.034
s01,e01,frame_000406.png,"[253, 253, 253]",0.3782,"[26, 22, 22]",0.2648,"[52, 47, 47]",0.1932,"[94, 90, 93]",0.1248,"[171, 163, 162]",0.039
s01,e01,frame_000407.png,"[18, 15, 14]",0.3598,"[51, 50, 51]",0.2815,"[253, 252, 252]",0.1698,"[99, 93, 93]",0.1081,"[160, 143, 132]",0.0808
s01,e01,frame_000408.png,"[17, 13, 11]",0.4614,"[56, 52, 48]",0.1987,"[252, 252, 252]",0.1684,"[96, 90, 91]",0.0866,"[155, 141, 134]",0.0849
s01,e01,frame_000409.png,"[38, 35, 32]",0.3592,"[10, 7, 5]",0.3325,"[253, 252, 252]",0.1341,"[76, 74, 71]",0.1188,"[148, 141, 135]",0.0554
s01,e01,frame_000410.png,"[13, 9, 6]",0.3857,"[81, 74, 66]",0.2188,"[45, 39, 35]",0.2177,"[127, 113, 106]",0.1142,"[229, 216, 207]",0.0636
s01,e01,frame_000411.png,"[18, 13, 9]",0.3948,"[252, 252, 252]",0.3084,"[53, 46, 44]",0.1979,"[118, 110, 108]",0.05,"[202, 190, 189]",0.0489
s01,e01,frame_000412.png,"[18, 14, 13]",0.3753,"[254, 254, 253]",0.2954,"[43, 37, 34]",0.2317,"[91, 83, 77]",0.0777,"[164, 163, 156]",0.0199
s01,e01,frame_000413.png,"[13, 10, 9]",0.592,"[43, 43, 43]",0.2196,"[98, 82, 80]",0.0849,"[156, 128, 123]",0.0742,"[205, 183, 171]",0.0293
s01,e01,frame_000414.png,"[16, 13, 11]",0.4471,"[42, 36, 32]",0.2302,"[254, 253, 253]",0.2269,"[88, 78, 71]",0.0759,"[167, 162, 152]",0.0199
